Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
Loamy,7.57,44.63,0.63,1.26,41.23,56.39,2023.26,6.95,0.65,Wheat,Sowing,Kharif,Sprinkler,Reservoir,13.12,No,91.51,West,Low
Loamy,6.99,61.49,0.4,2.26,22.37,59.95,2269.7,4.08,9.75,Wheat,Sowing,Kharif,Rainfed,Groundwater,3.31,No,13.95,North,Low
Loamy,6.04,63.99,0.68,2.62,29.84,82.65,545.41,9.9,1.85,Cotton,Sowing,Zaid,Sprinkler,River,0.99,Yes,31.27,Central,Low
Clay,5.83,61.97,1.42,0.65,36.69,25.88,2438.41,5.99,3.55,Cotton,Flowering,Kharif,Rainfed,Reservoir,7.45,Yes,33.17,North,Low
Sandy,4.83,54.98,1.19,2.36,27.96,85.57,2413.33,7.3,19.62,Sugarcane,Flowering,Rabi,Sprinkler,Reservoir,1.43,No,48.58,West,Medium
Clay,7.63,48.22,1.44,0.71,25.86,28.27,743.39,6.88,14.49,Maize,Harvest,Rabi,Rainfed,Rainwater,1.73,Yes,81.82,South,Low
Clay,5.1,45.81,0.44,0.85,29.16,68.11,1534.32,8.75,9.32,Potato,Vegetative,Zaid,Drip,River,5.74,No,91.3,North,Low
Silt,6.94,13.91,0.89,1.91,22.71,48.32,117.29,6.73,17.23,Cotton,Sowing,Rabi,Sprinkler,Rainwater,12.95,No,52.19,West,Medium
Sandy,6.51,23.47,0.6,1.08,17.76,72.48,419.57,5.26,3.96,Maize,Sowing,Kharif,Drip,River,13.11,Yes,114.58,Central,Low
Sandy,6.59,8.32,1.24,2.35,14.0,30.99,1459.54,10.08,8.09,Sugarcane,Flowering,Rabi,Canal,River,11.69,Yes,71.18,Central,Medium
Loamy,7.95,15.83,1.56,3.35,30.3,63.94,1625.27,5.28,6.25,Rice,Sowing,Rabi,Sprinkler,River,2.14,Yes,51.58,East,Low
Loamy,4.91,33.04,1.36,0.61,23.37,84.87,1336.51,4.2,19.91,Sugarcane,Sowing,Rabi,Drip,Rainwater,6.4,Yes,21.27,East,Low
Silt,7.43,16.35,0.35,2.04,38.49,59.62,1761.81,5.37,18.07,Maize,Flowering,Kharif,Canal,River,3.44,No,106.83,South,High
Clay,4.98,59.39,0.71,3.24,18.69,30.9,1982.23,7.19,10.76,Cotton,Harvest,Zaid,Drip,Groundwater,2.31,Yes,98.8,Central,Low
Loamy,4.93,53.92,0.34,0.7,21.32,27.62,421.14,6.96,8.77,Sugarcane,Vegetative,Zaid,Rainfed,River,10.8,Yes,11.09,Central,Low
Loamy,6.26,12.08,0.35,1.35,41.12,68.48,1649.04,9.57,19.96,Wheat,Flowering,Rabi,Drip,River,3.48,Yes,61.83,Central,Medium
Sandy,5.01,22.19,0.4,0.52,28.69,29.87,1406.5,5.36,4.52,Maize,Flowering,Zaid,Sprinkler,River,14.79,No,81.92,Central,Medium
Sandy,7.48,54.69,0.66,2.28,22.4,29.99,293.97,9.43,8.45,Cotton,Harvest,Zaid,Canal,Rainwater,11.98,No,109.79,Central,Low
Loamy,6.6,53.77,0.7,2.38,37.83,54.78,571.51,4.67,14.38,Rice,Flowering,Rabi,Drip,Groundwater,12.02,Yes,12.23,South,Medium
Sandy,4.9,61.89,0.82,2.36,34.3,39.67,1049.17,7.32,14.22,Cotton,Harvest,Rabi,Sprinkler,Groundwater,10.81,Yes,116.84,West,Low
Silt,4.94,64.86,0.83,1.94,29.19,39.29,2159.4,10.06,11.7,Maize,Sowing,Rabi,Drip,River,3.72,No,91.64,North,Low
Loamy,6.88,63.65,1.3,2.64,38.67,58.67,542.56,6.89,19.06,Potato,Vegetative,Kharif,Canal,Groundwater,3.26,No,55.47,Central,Medium
Sandy,7.54,31.38,0.48,0.22,14.82,44.66,457.31,10.74,5.31,Wheat,Harvest,Rabi,Drip,Groundwater,3.63,No,50.26,North,Low
Silt,6.29,22.27,0.51,3.36,23.83,40.35,1802.38,8.42,11.59,Cotton,Flowering,Zaid,Sprinkler,River,7.87,Yes,27.92,North,Medium
Sandy,6.69,51.23,1.11,0.86,36.32,61.01,2439.48,9.3,16.3,Cotton,Harvest,Zaid,Drip,Groundwater,2.28,Yes,28.52,East,Low
Sandy,7.52,25.06,1.04,0.51,23.58,45.36,1118.32,7.57,5.03,Maize,Vegetative,Zaid,Sprinkler,Reservoir,10.82,Yes,59.09,West,Low
Sandy,6.88,53.96,0.5,3.3,39.8,30.62,875.34,7.01,17.49,Maize,Harvest,Rabi,Sprinkler,Rainwater,11.99,No,74.87,North,Low
Loamy,5.56,38.44,1.41,2.92,16.58,72.79,634.85,4.59,12.96,Wheat,Flowering,Zaid,Canal,Groundwater,11.86,No,26.31,West,Medium
Clay,6.88,53.25,0.73,2.7,22.1,65.99,124.35,4.84,7.93,Cotton,Vegetative,Kharif,Canal,River,15.0,No,50.06,West,Medium
Sandy,6.94,23.73,0.78,0.46,24.77,39.85,446.04,8.0,13.13,Wheat,Sowing,Rabi,Rainfed,River,13.35,Yes,41.56,North,Low
Silt,7.3,36.96,0.85,2.85,32.61,65.76,233.54,8.3,18.6,Potato,Sowing,Zaid,Sprinkler,Groundwater,12.83,No,92.99,Central,Medium
Loamy,6.91,40.15,0.72,2.17,17.86,91.89,1235.25,10.89,19.77,Maize,Vegetative,Rabi,Drip,River,0.66,No,69.3,East,Medium
Loamy,8.1,61.76,1.02,2.59,12.3,91.95,2445.49,10.0,5.99,Wheat,Vegetative,Zaid,Drip,Rainwater,10.6,No,10.47,Central,Low
Silt,5.47,23.2,0.81,3.43,41.3,62.24,1968.51,9.91,18.23,Potato,Vegetative,Kharif,Rainfed,Groundwater,9.03,Yes,69.57,South,Medium
Sandy,8.03,61.39,0.64,0.76,38.96,31.86,1504.23,6.01,1.25,Maize,Harvest,Kharif,Drip,Rainwater,10.72,No,118.17,North,Low
Clay,6.63,53.88,1.48,1.81,21.01,57.07,1216.6,6.88,0.64,Rice,Harvest,Kharif,Canal,Reservoir,3.1,Yes,19.81,East,Low
Sandy,7.08,49.66,0.7,2.66,26.5,26.89,1542.95,4.71,12.23,Wheat,Flowering,Zaid,Canal,Reservoir,7.21,No,45.11,East,Medium
Silt,5.14,52.85,1.21,1.57,26.67,54.06,940.07,8.07,9.89,Cotton,Vegetative,Zaid,Sprinkler,Groundwater,2.01,No,26.8,West,Low
Loamy,6.09,42.51,0.75,0.29,38.08,88.66,445.96,4.49,9.65,Potato,Flowering,Zaid,Rainfed,Groundwater,14.49,Yes,7.16,East,Low
Clay,7.42,21.91,0.87,0.48,29.91,57.72,1474.43,7.13,5.06,Cotton,Vegetative,Kharif,Drip,River,0.95,Yes,28.0,South,Medium
Loamy,7.2,18.8,0.61,2.15,36.79,63.53,1320.26,7.96,12.15,Cotton,Harvest,Zaid,Canal,River,14.07,No,81.8,Central,Medium
Silt,4.94,57.38,1.28,1.07,39.36,36.06,2361.34,5.6,0.83,Cotton,Flowering,Zaid,Sprinkler,River,2.47,No,33.06,North,Medium
Sandy,6.66,49.33,1.26,0.57,28.98,26.1,1624.58,9.43,8.96,Rice,Sowing,Rabi,Rainfed,River,1.9,Yes,86.57,North,Low
Clay,5.1,20.15,0.33,1.26,20.56,94.54,1933.58,8.72,7.66,Cotton,Sowing,Kharif,Rainfed,Groundwater,12.39,No,53.51,West,Low
Loamy,8.19,43.06,0.38,0.78,26.96,48.68,231.75,5.04,4.26,Wheat,Vegetative,Zaid,Canal,Rainwater,9.85,No,24.7,North,Medium
Loamy,7.85,33.51,1.5,0.18,37.53,44.55,1902.34,10.89,10.46,Maize,Vegetative,Zaid,Canal,Rainwater,4.12,Yes,94.96,North,Medium
Loamy,4.87,17.04,1.46,0.62,29.51,64.99,2457.12,7.79,13.96,Maize,Sowing,Rabi,Canal,Rainwater,2.53,Yes,70.27,North,Low
Sandy,7.72,38.32,0.96,3.1,38.87,77.17,1643.74,4.18,16.35,Maize,Harvest,Kharif,Rainfed,Rainwater,1.43,No,54.85,Central,Low
Clay,7.93,24.05,0.94,0.14,38.86,42.6,1855.21,6.45,9.51,Maize,Vegetative,Kharif,Sprinkler,River,10.88,No,48.13,Central,Medium
Sandy,6.0,13.49,1.36,2.73,23.2,61.69,2448.8,10.86,5.18,Wheat,Flowering,Kharif,Drip,River,2.78,No,16.89,South,Medium
Sandy,7.25,34.62,0.48,2.66,25.44,48.28,978.19,10.32,4.59,Cotton,Vegetative,Rabi,Rainfed,River,6.74,No,5.93,West,Low
Sandy,6.3,41.64,1.15,2.02,32.34,58.67,2060.45,5.06,11.79,Sugarcane,Sowing,Rabi,Drip,Groundwater,13.88,No,101.62,North,Low
Silt,7.03,10.67,0.92,0.81,15.33,36.29,999.23,9.99,8.09,Cotton,Harvest,Kharif,Rainfed,Reservoir,11.62,Yes,41.72,Central,Low
Silt,5.96,30.92,1.27,3.09,25.97,60.71,1064.8,8.33,6.69,Sugarcane,Flowering,Zaid,Rainfed,Groundwater,8.32,No,59.3,West,Low
Silt,5.9,22.69,0.34,1.72,16.48,28.31,1645.6,4.15,10.7,Rice,Flowering,Rabi,Sprinkler,Rainwater,10.45,Yes,69.14,Central,Medium
Clay,6.24,9.75,1.07,0.69,37.44,83.8,641.05,9.3,11.35,Maize,Harvest,Rabi,Drip,River,10.33,No,24.88,South,Medium
Sandy,5.29,15.16,1.02,1.56,40.28,68.94,2481.95,6.89,5.06,Rice,Harvest,Rabi,Drip,Rainwater,10.39,No,35.54,West,Medium
Sandy,7.63,15.92,1.39,0.76,16.25,90.9,823.08,6.77,7.88,Maize,Harvest,Rabi,Canal,River,11.79,No,59.78,North,Low
Silt,5.99,18.42,1.18,1.38,32.02,66.98,307.12,6.68,14.3,Potato,Harvest,Zaid,Rainfed,River,13.84,Yes,28.55,Central,Medium
Sandy,6.16,53.79,1.44,1.79,31.1,37.75,806.39,8.18,8.05,Potato,Harvest,Zaid,Canal,River,13.77,No,97.49,North,Low
Sandy,7.84,33.05,1.45,1.32,34.8,58.88,2139.92,9.0,9.16,Sugarcane,Harvest,Zaid,Rainfed,River,2.62,No,65.39,North,Low
Loamy,6.49,16.38,0.83,2.33,32.87,71.53,784.82,8.53,12.98,Maize,Harvest,Kharif,Canal,Groundwater,10.45,No,43.43,West,Medium
Sandy,6.65,13.72,0.48,3.28,18.51,51.2,1528.39,5.69,4.22,Maize,Flowering,Rabi,Sprinkler,Rainwater,12.18,No,43.84,South,Medium
Loamy,8.05,24.98,1.12,1.28,20.74,63.69,2338.3,8.95,17.4,Cotton,Vegetative,Zaid,Sprinkler,Groundwater,3.79,Yes,62.66,South,Medium
Sandy,7.81,53.49,1.44,1.31,16.96,36.39,649.92,4.95,7.1,Potato,Vegetative,Zaid,Rainfed,River,14.82,No,59.37,North,Low
Clay,5.38,28.77,0.4,2.61,39.63,79.4,328.41,10.8,13.91,Cotton,Harvest,Rabi,Canal,Reservoir,0.41,No,39.07,South,Low
Silt,6.41,17.11,1.03,1.9,27.65,88.67,242.12,7.32,6.3,Cotton,Harvest,Kharif,Canal,Groundwater,11.11,No,38.22,South,Medium
Loamy,8.1,31.03,0.45,1.56,41.28,47.04,1100.92,4.64,13.14,Rice,Flowering,Zaid,Drip,River,8.95,No,42.91,North,Medium
Silt,6.07,39.65,0.34,2.87,25.48,80.53,260.72,8.04,5.91,Wheat,Flowering,Kharif,Drip,Rainwater,1.37,No,49.4,East,Medium
Loamy,6.06,9.69,1.18,3.13,28.58,31.44,1134.52,8.04,15.09,Sugarcane,Vegetative,Kharif,Drip,River,5.86,Yes,51.16,West,Medium
Loamy,5.46,43.78,1.19,2.11,35.68,42.27,2156.79,4.27,2.54,Potato,Harvest,Rabi,Drip,Rainwater,5.14,Yes,27.55,North,Low
Loamy,5.19,30.52,1.08,0.73,35.92,57.33,1943.71,4.08,6.5,Rice,Sowing,Rabi,Canal,Rainwater,0.55,Yes,82.56,East,Low
Clay,7.32,8.55,1.42,1.69,18.93,52.05,1454.25,10.97,11.57,Cotton,Flowering,Kharif,Canal,Rainwater,9.35,Yes,108.48,North,Medium
Sandy,7.42,46.41,0.41,1.81,20.65,68.37,2126.06,6.73,12.85,Cotton,Harvest,Kharif,Rainfed,Reservoir,3.21,No,57.59,East,Low
Loamy,8.09,48.61,0.44,1.57,14.93,64.41,250.68,5.72,3.19,Wheat,Flowering,Rabi,Canal,Groundwater,7.55,Yes,91.36,North,Medium
Clay,7.43,43.84,1.42,0.99,36.16,31.11,1523.54,7.83,6.73,Potato,Harvest,Zaid,Drip,Rainwater,14.1,No,51.07,East,Low
Loamy,5.63,27.49,0.95,1.71,35.82,34.22,289.1,4.06,2.48,Rice,Sowing,Kharif,Canal,Rainwater,4.74,No,43.38,South,Medium
Sandy,4.94,38.19,0.65,1.62,14.44,28.62,1205.35,4.09,16.77,Potato,Harvest,Rabi,Sprinkler,River,2.15,No,40.33,Central,Low
Loamy,8.15,30.07,1.26,0.81,19.72,91.68,1158.66,4.79,19.68,Potato,Sowing,Zaid,Sprinkler,Groundwater,1.44,No,89.42,South,Low
Clay,5.96,47.94,1.46,3.17,25.5,70.17,662.89,9.62,6.03,Cotton,Sowing,Kharif,Drip,Groundwater,3.4,No,40.97,South,Low
Sandy,5.86,41.26,1.2,3.11,28.25,84.89,2074.64,5.74,9.92,Maize,Flowering,Rabi,Sprinkler,River,12.94,No,15.18,North,Low
Clay,7.88,12.66,1.33,2.68,27.68,62.89,570.57,7.52,10.38,Sugarcane,Sowing,Rabi,Sprinkler,Reservoir,14.05,No,65.08,East,Medium
Sandy,6.79,44.66,0.67,1.46,41.49,38.57,1379.74,5.57,3.71,Rice,Sowing,Zaid,Drip,Groundwater,3.0,Yes,118.99,South,Low
Sandy,5.53,47.17,0.68,1.36,34.92,68.86,1205.65,7.81,13.52,Maize,Flowering,Zaid,Canal,Reservoir,13.38,No,77.22,West,Medium
Silt,7.82,29.13,1.42,2.54,15.4,60.37,1079.13,7.56,10.58,Rice,Sowing,Zaid,Sprinkler,Rainwater,13.78,Yes,94.81,North,Low
Silt,8.18,57.92,1.1,2.17,20.81,53.57,83.86,6.81,10.52,Rice,Sowing,Rabi,Rainfed,River,9.71,No,75.38,North,Medium
Silt,5.09,56.05,0.6,2.14,22.36,51.03,1741.83,7.03,1.64,Potato,Harvest,Zaid,Drip,River,6.68,No,75.53,North,Low
Sandy,7.73,17.98,0.98,0.52,21.45,70.51,31.71,8.57,2.06,Cotton,Flowering,Kharif,Drip,River,7.67,Yes,87.19,East,Medium
Loamy,6.13,59.54,1.19,2.2,35.58,68.24,2051.37,9.9,19.3,Wheat,Sowing,Zaid,Canal,Rainwater,1.02,Yes,31.03,West,Low
Clay,6.58,33.13,0.58,3.17,22.82,35.61,665.99,6.24,18.82,Maize,Sowing,Kharif,Rainfed,River,6.61,Yes,66.53,Central,Low
Clay,7.91,49.25,1.15,0.39,26.77,82.14,300.01,7.73,0.86,Cotton,Harvest,Zaid,Drip,Reservoir,11.08,Yes,80.78,East,Low
Clay,8.11,54.4,0.35,1.25,28.0,69.53,1042.6,9.98,11.04,Sugarcane,Harvest,Kharif,Rainfed,Rainwater,10.36,No,111.22,East,Low
Silt,5.69,36.79,0.69,1.83,20.11,62.51,1398.4,5.18,1.76,Potato,Vegetative,Zaid,Sprinkler,Reservoir,0.93,Yes,6.7,South,Low
Sandy,5.52,30.75,1.18,2.43,21.68,77.42,775.91,10.86,15.97,Cotton,Harvest,Kharif,Canal,Rainwater,6.12,Yes,60.17,North,Low
Silt,5.07,60.18,0.49,0.4,35.4,35.76,304.46,9.25,1.46,Rice,Harvest,Zaid,Rainfed,Reservoir,14.22,Yes,19.02,Central,Low
Loamy,6.71,21.16,0.59,3.07,38.0,89.38,45.82,6.56,11.21,Potato,Sowing,Zaid,Sprinkler,River,13.75,Yes,12.87,West,Medium
Sandy,4.85,22.65,1.44,0.24,13.11,43.94,1759.53,6.63,12.58,Maize,Sowing,Kharif,Sprinkler,Groundwater,4.83,Yes,104.22,East,Low
Clay,6.2,28.61,1.18,3.02,30.15,43.39,2216.09,5.44,2.37,Sugarcane,Harvest,Zaid,Sprinkler,River,8.32,No,8.21,North,Low
Silt,5.05,56.99,0.95,0.19,31.0,82.04,251.3,5.88,12.09,Cotton,Harvest,Rabi,Drip,Reservoir,10.73,Yes,48.88,East,Medium
Silt,6.18,61.51,0.57,0.62,34.12,48.38,576.58,8.11,18.86,Rice,Sowing,Zaid,Sprinkler,Reservoir,0.79,Yes,13.72,Central,Low
Loamy,4.94,20.54,0.74,2.82,32.82,83.15,50.57,4.03,2.4,Potato,Flowering,Rabi,Rainfed,Reservoir,4.2,No,19.6,North,High
Loamy,7.64,57.24,1.05,3.02,38.32,47.96,2212.67,4.16,13.85,Sugarcane,Vegetative,Zaid,Rainfed,River,9.63,No,81.22,South,Medium
Silt,5.51,22.72,0.5,3.44,14.35,63.55,1111.85,10.91,5.79,Rice,Vegetative,Rabi,Canal,Groundwater,11.66,No,60.03,North,Medium
Loamy,5.92,63.33,0.93,0.49,23.65,41.16,2312.99,5.65,5.84,Cotton,Flowering,Zaid,Canal,Groundwater,2.73,No,51.02,West,Low
Clay,7.76,42.05,0.83,1.89,35.46,76.21,1170.25,9.81,11.11,Potato,Flowering,Zaid,Canal,Rainwater,5.76,Yes,83.19,North,Medium
Loamy,7.34,8.4,0.92,0.36,37.4,36.69,2155.46,8.29,18.59,Cotton,Flowering,Zaid,Rainfed,Groundwater,1.77,Yes,22.65,South,Medium
Loamy,5.54,9.95,0.44,0.63,19.94,87.96,2379.39,7.12,5.0,Rice,Flowering,Rabi,Canal,Groundwater,2.57,Yes,39.94,Central,Medium
Silt,5.04,16.41,0.44,0.69,29.56,51.02,837.88,9.13,19.87,Maize,Harvest,Zaid,Canal,Groundwater,2.08,Yes,117.95,West,Low
Silt,7.23,18.69,1.55,0.32,17.42,58.01,1601.78,4.35,2.28,Maize,Sowing,Rabi,Canal,River,13.31,Yes,9.93,Central,Low
Sandy,6.13,51.75,1.57,3.14,37.53,26.68,1666.05,9.29,18.83,Wheat,Flowering,Kharif,Drip,Rainwater,8.28,No,97.38,Central,Medium
Sandy,7.4,20.7,0.85,0.53,33.91,93.31,53.52,10.0,0.85,Cotton,Harvest,Zaid,Drip,Groundwater,0.5,Yes,105.34,South,Medium
Silt,6.31,63.24,1.33,2.24,18.66,81.92,1095.57,5.96,3.66,Potato,Flowering,Kharif,Drip,Rainwater,4.74,Yes,107.82,South,Low
Loamy,5.98,44.26,1.15,2.23,30.71,56.29,2138.32,6.11,19.54,Maize,Vegetative,Kharif,Canal,Rainwater,0.35,Yes,31.93,North,Medium
Loamy,6.33,47.47,0.45,0.78,27.28,89.42,2365.71,4.72,5.69,Rice,Vegetative,Zaid,Drip,Reservoir,7.08,No,107.01,West,Low
Sandy,7.35,20.42,0.69,3.49,19.76,90.17,2248.05,9.99,0.64,Maize,Harvest,Kharif,Rainfed,Reservoir,7.69,No,36.35,North,Low
Sandy,7.87,58.88,0.71,1.28,38.79,62.31,2432.24,9.66,17.76,Sugarcane,Flowering,Zaid,Canal,Rainwater,7.36,No,35.0,North,Medium
Sandy,4.97,46.07,1.07,3.18,16.44,41.37,1632.6,6.98,18.32,Sugarcane,Harvest,Zaid,Rainfed,River,9.39,No,87.73,West,Low
Clay,6.58,57.27,1.05,3.32,26.02,59.1,582.0,6.64,15.02,Rice,Vegetative,Rabi,Sprinkler,River,10.66,Yes,75.61,South,Low
Clay,4.91,62.52,1.5,3.33,29.48,47.74,1438.46,6.99,18.82,Rice,Flowering,Zaid,Rainfed,Rainwater,9.78,No,51.57,North,Medium
Sandy,6.39,15.16,1.33,2.66,36.71,56.36,1052.86,6.94,5.68,Cotton,Flowering,Zaid,Sprinkler,Reservoir,14.51,Yes,59.62,North,Medium
Loamy,7.81,13.51,1.41,0.96,16.51,88.8,646.63,7.01,13.08,Sugarcane,Flowering,Rabi,Sprinkler,River,14.59,No,58.88,Central,Medium
Sandy,6.03,53.79,1.46,0.51,30.28,44.73,1931.97,5.02,14.98,Maize,Vegetative,Rabi,Rainfed,Rainwater,3.37,No,45.26,East,Medium
Clay,7.97,57.37,1.34,2.04,12.2,83.73,1573.0,4.09,19.49,Wheat,Flowering,Rabi,Sprinkler,Groundwater,1.67,Yes,58.05,West,Low
Loamy,6.94,41.27,0.73,1.32,36.68,90.47,1975.26,9.34,18.01,Rice,Harvest,Zaid,Rainfed,Groundwater,7.66,Yes,37.63,North,Low
Clay,7.98,28.86,0.58,2.93,19.04,81.35,673.73,6.41,1.65,Sugarcane,Vegetative,Rabi,Sprinkler,Groundwater,10.95,No,26.91,South,Low
Loamy,7.37,45.2,1.04,2.63,33.63,61.91,2259.71,7.44,7.11,Rice,Vegetative,Kharif,Rainfed,River,14.65,No,99.53,East,Medium
Clay,5.15,25.42,1.2,1.04,30.06,64.48,596.78,6.15,12.49,Maize,Harvest,Rabi,Rainfed,Rainwater,6.84,No,110.77,South,Low
Loamy,5.59,21.59,0.8,0.16,13.5,82.37,1504.81,6.67,17.18,Maize,Harvest,Kharif,Canal,Reservoir,2.43,No,78.32,North,Medium
Loamy,6.14,35.82,1.4,0.91,17.5,28.12,142.24,4.52,5.95,Sugarcane,Harvest,Kharif,Sprinkler,River,7.88,Yes,104.08,South,Low
Loamy,5.38,20.32,1.55,2.03,20.03,76.52,1352.41,6.59,0.66,Potato,Sowing,Zaid,Canal,Rainwater,5.1,No,36.02,South,Low
Loamy,6.48,35.57,1.04,0.37,38.6,62.02,246.81,7.24,4.15,Cotton,Harvest,Zaid,Rainfed,Reservoir,5.29,No,16.02,East,Medium
Silt,6.4,62.53,0.89,2.34,26.42,52.8,830.54,9.83,8.79,Cotton,Harvest,Zaid,Canal,Rainwater,7.26,Yes,31.88,Central,Low
Clay,8.05,55.87,1.4,2.38,39.41,78.68,2151.72,6.26,1.69,Wheat,Sowing,Rabi,Rainfed,River,2.34,Yes,27.84,West,Low
Clay,6.27,61.67,0.33,0.68,13.42,43.64,2233.82,4.62,1.33,Maize,Sowing,Rabi,Canal,Groundwater,1.31,Yes,30.23,North,Low
Silt,7.47,53.96,0.47,2.13,12.2,87.69,1918.25,9.31,8.33,Rice,Vegetative,Kharif,Sprinkler,River,9.14,Yes,16.62,South,Low
Loamy,8.0,28.22,1.4,2.16,40.45,73.19,919.26,6.63,13.13,Maize,Flowering,Rabi,Canal,River,4.47,Yes,77.66,North,Medium
Loamy,7.78,54.29,1.25,1.73,33.72,67.71,1446.81,10.41,14.35,Sugarcane,Vegetative,Rabi,Sprinkler,River,10.85,No,104.48,South,Medium
Clay,5.51,60.61,0.84,3.34,35.5,61.62,559.95,10.71,10.89,Wheat,Sowing,Kharif,Canal,Groundwater,10.21,Yes,83.89,Central,Low
Silt,6.49,61.98,1.46,0.47,39.47,39.89,1695.87,10.1,9.0,Cotton,Vegetative,Rabi,Sprinkler,River,11.79,Yes,68.7,Central,Low
Loamy,5.98,46.94,0.76,1.48,41.54,68.19,868.51,5.59,0.87,Cotton,Harvest,Kharif,Rainfed,Groundwater,1.06,Yes,20.66,North,Low
Loamy,6.16,20.05,1.12,3.1,14.93,75.74,552.5,5.78,5.62,Maize,Harvest,Kharif,Rainfed,Groundwater,1.21,Yes,53.9,North,Low
Loamy,6.03,10.26,1.12,1.41,16.75,25.82,1462.43,9.56,13.56,Cotton,Harvest,Kharif,Canal,Reservoir,0.53,No,45.64,North,Medium
Sandy,7.61,16.39,0.54,1.54,17.66,50.65,279.51,7.12,9.27,Rice,Sowing,Zaid,Sprinkler,Groundwater,7.02,Yes,24.06,North,Medium
Silt,6.34,63.04,0.67,2.37,36.55,83.27,1716.75,6.08,5.65,Wheat,Harvest,Zaid,Sprinkler,Groundwater,2.48,No,28.16,Central,Low
Loamy,6.58,34.34,1.49,2.36,22.67,69.25,467.51,6.06,4.97,Maize,Sowing,Zaid,Drip,Groundwater,12.47,Yes,55.02,West,Low
Sandy,8.14,56.73,0.54,0.18,29.8,68.07,1383.64,8.04,0.84,Potato,Vegetative,Zaid,Rainfed,Groundwater,8.92,No,76.24,South,Low
Silt,5.0,34.51,0.53,1.65,37.66,41.0,981.27,10.27,16.59,Wheat,Sowing,Kharif,Rainfed,River,3.91,No,12.34,Central,Low
Loamy,6.46,45.67,0.92,1.23,32.49,69.25,1415.61,8.33,17.62,Wheat,Sowing,Rabi,Rainfed,Groundwater,9.83,Yes,43.67,East,Low
Clay,7.43,9.38,0.42,2.23,13.96,80.03,614.9,8.34,7.63,Potato,Vegetative,Zaid,Rainfed,Groundwater,14.94,No,62.88,West,Medium
Sandy,5.31,22.24,1.46,1.99,25.37,53.12,775.97,9.23,14.17,Maize,Vegetative,Kharif,Rainfed,Reservoir,4.92,Yes,65.46,North,Medium
Sandy,6.88,32.87,0.43,2.31,14.03,37.75,350.8,9.32,1.77,Potato,Vegetative,Rabi,Sprinkler,Reservoir,0.58,Yes,34.62,North,Low
Loamy,5.61,43.95,1.1,2.32,26.37,30.41,1942.41,10.37,17.83,Cotton,Sowing,Zaid,Canal,River,4.19,Yes,75.15,North,Low
Loamy,7.75,17.78,0.74,0.97,18.58,60.4,175.28,5.13,18.18,Wheat,Flowering,Zaid,Canal,Rainwater,0.69,No,36.15,Central,High
Sandy,5.91,51.58,1.35,0.94,12.04,72.87,941.09,10.89,3.56,Sugarcane,Vegetative,Kharif,Drip,Groundwater,9.81,No,2.36,North,Low
Clay,5.92,28.77,1.07,1.36,36.39,36.38,1122.74,6.3,15.72,Sugarcane,Harvest,Zaid,Sprinkler,Rainwater,11.96,Yes,91.04,Central,Low
Clay,6.83,54.59,0.8,0.92,41.08,54.5,488.02,5.97,9.73,Cotton,Sowing,Rabi,Canal,Groundwater,13.12,Yes,50.56,South,Low
Silt,5.42,13.58,1.58,2.42,40.92,64.81,962.05,7.57,13.78,Potato,Harvest,Zaid,Sprinkler,Reservoir,12.57,Yes,117.34,East,Medium
Loamy,5.77,46.75,0.39,2.15,20.98,35.91,1045.22,5.85,9.76,Sugarcane,Sowing,Zaid,Rainfed,River,13.87,Yes,16.55,South,Low
Clay,6.22,24.72,1.05,0.84,36.86,43.89,560.83,5.63,2.03,Wheat,Sowing,Rabi,Rainfed,River,11.18,Yes,49.04,North,Low
Silt,6.0,53.34,1.59,3.11,32.36,67.59,1598.14,10.77,16.88,Sugarcane,Harvest,Rabi,Rainfed,Rainwater,0.33,No,69.86,South,Low
Clay,6.58,30.92,1.2,1.67,36.0,75.75,77.14,4.73,2.17,Rice,Sowing,Rabi,Drip,Reservoir,10.4,No,62.81,South,Medium
Loamy,6.84,45.92,1.26,0.53,37.39,69.52,493.91,10.93,7.52,Sugarcane,Vegetative,Kharif,Canal,Groundwater,9.64,Yes,30.04,East,Low
Silt,6.73,61.26,0.34,0.82,41.41,74.95,1560.19,8.36,19.73,Rice,Sowing,Kharif,Sprinkler,River,3.81,No,110.32,West,Low
Silt,7.02,9.18,0.33,1.94,16.55,65.71,1568.82,10.71,8.82,Potato,Sowing,Rabi,Rainfed,Reservoir,14.86,No,61.92,East,Low
Silt,5.85,8.63,0.35,1.25,35.09,83.51,663.16,10.28,16.5,Sugarcane,Harvest,Kharif,Rainfed,Reservoir,8.88,Yes,101.43,North,Medium
Clay,5.23,51.91,1.59,2.99,34.02,82.87,1707.62,8.54,3.79,Wheat,Sowing,Kharif,Canal,River,5.98,Yes,89.79,South,Low
Loamy,7.39,44.84,1.57,1.78,20.63,80.74,1174.47,8.13,16.69,Sugarcane,Flowering,Zaid,Sprinkler,River,5.48,No,49.0,East,Medium
